,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
9,0.459,0.845,11,-5.581,0,0.0287,6.72e-06,0.489,0.498,0.572,88.002,audio_features,3mWpUooYBCQzcNaWTuVSGm,spotify:track:3mWpUooYBCQzcNaWTuVSGm,https://api.spotify.com/v1/tracks/3mWpUooYBCQzcNaWTuVSGm,https://api.spotify.com/v1/audio-analysis/3mWpUooYBCQzcNaWTuVSGm,246480,4
10,0.54,0.922,9,-8.346,0,0.0465,0.0271,1.31e-05,0.193,0.564,96.032,audio_features,2c03eSv5IkwbDty49pKg1L,spotify:track:2c03eSv5IkwbDty49pKg1L,https://api.spotify.com/v1/tracks/2c03eSv5IkwbDty49pKg1L,https://api.spotify.com/v1/audio-analysis/2c03eSv5IkwbDty49pKg1L,218000,4
11,0.304,0.987,7,-2.578,1,0.193,6.13e-05,0.000162,0.371,0.153,149.992,audio_features,4DzJ41A6qR14hHtS1djvdX,spotify:track:4DzJ41A6qR14hHtS1djvdX,https://api.spotify.com/v1/tracks/4DzJ41A6qR14hHtS1djvdX,https://api.spotify.com/v1/audio-analysis/4DzJ41A6qR14hHtS1djvdX,263948,4
12,0.401,0.979,4,-1.928,0,0.0822,0.00056,0.0,0.153,0.245,139.03,audio_features,62eNYg3cHHfr1ThVxe2vaM,spotify:track:62eNYg3cHHfr1ThVxe2vaM,https://api.spotify.com/v1/tracks/62eNYg3cHHfr1ThVxe2vaM,https://api.spotify.com/v1/audio-analysis/62eNYg3cHHfr1ThVxe2vaM,300699,4
13,0.433,0.92,4,-4.738,0,0.0409,0.000576,5.5e-05,0.123,0.476,92.466,audio_features,2L42uB1e5wuanTTPEWVe64,spotify:track:2L42uB1e5wuanTTPEWVe64,https://api.spotify.com/v1/tracks/2L42uB1e5wuanTTPEWVe64,https://api.spotify.com/v1/audio-analysis/2L42uB1e5wuanTTPEWVe64,243755,4
14,0.477,0.934,4,-8.199,0,0.0554,0.000392,0.254,0.343,0.328,139.947,audio_features,4fY2JR0REUiykvzRw61sk9,spotify:track:4fY2JR0REUiykvzRw61sk9,https://api.spotify.com/v1/tracks/4fY2JR0REUiykvzRw61sk9,https://api.spotify.com/v1/audio-analysis/4fY2JR0REUiykvzRw61sk9,277893,4
15,0.375,0.925,4,-7.462,0,0.112,4.41e-05,7.02e-06,0.0863,0.307,170.11,audio_features,0cTHs20lsSAahzUnlG05Lg,spotify:track:0cTHs20lsSAahzUnlG05Lg,https://api.spotify.com/v1/tracks/0cTHs20lsSAahzUnlG05Lg,https://api.spotify.com/v1/audio-analysis/0cTHs20lsSAahzUnlG05Lg,215758,4
16,0.445,0.942,7,-6.558,1,0.0592,1.74e-06,0.0439,0.313,0.384,120.037,audio_features,6grZ25M9c5o8T75z0tY0xq,spotify:track:6grZ25M9c5o8T75z0tY0xq,https://api.spotify.com/v1/tracks/6grZ25M9c5o8T75z0tY0xq,https://api.spotify.com/v1/audio-analysis/6grZ25M9c5o8T75z0tY0xq,253325,4
17,0.462,0.935,6,-5.215,0,0.0417,1.44e-05,0.0415,0.111,0.721,139.961,audio_features,1kKzLv3w7I5NXzEtWkSzi4,spotify:track:1kKzLv3w7I5NXzEtWkSzi4,https://api.spotify.com/v1/tracks/1kKzLv3w7I5NXzEtWkSzi4,https://api.spotify.com/v1/audio-analysis/1kKzLv3w7I5NXzEtWkSzi4,214134,4
18,0.363,0.94,6,-5.773,0,0.1,0.000131,0.365,0.116,0.277,191.998,audio_features,0MGLlKw16k1qGlpb69xDZ1,spotify:track:0MGLlKw16k1qGlpb69xDZ1,https://api.spotify.com/v1/tracks/0MGLlKw16k1qGlpb69xDZ1,https://api.spotify.com/v1/audio-analysis/0MGLlKw16k1qGlpb69xDZ1,194587,4
