,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
26,0.931,0.578,11,-11.087,0,0.254,0.24,0.000314,0.35,0.897,127.971,audio_features,3yWSjxKQMpa7hXcmVElZgX,spotify:track:3yWSjxKQMpa7hXcmVElZgX,https://api.spotify.com/v1/tracks/3yWSjxKQMpa7hXcmVElZgX,https://api.spotify.com/v1/audio-analysis/3yWSjxKQMpa7hXcmVElZgX,193622,4
27,0.85,0.528,10,-8.646,0,0.267,0.505,0.0,0.204,0.801,143.066,audio_features,02G9n2WgsNd2j7CqTmcDR2,spotify:track:02G9n2WgsNd2j7CqTmcDR2,https://api.spotify.com/v1/tracks/02G9n2WgsNd2j7CqTmcDR2,https://api.spotify.com/v1/audio-analysis/02G9n2WgsNd2j7CqTmcDR2,204818,4
28,0.805,0.78,11,-3.463,0,0.0764,0.498,0.0,0.526,0.813,109.984,audio_features,3FdV0iO6fskyPeYnrMsKPM,spotify:track:3FdV0iO6fskyPeYnrMsKPM,https://api.spotify.com/v1/tracks/3FdV0iO6fskyPeYnrMsKPM,https://api.spotify.com/v1/audio-analysis/3FdV0iO6fskyPeYnrMsKPM,264197,4
29,0.798,0.678,5,-9.689,1,0.0998,0.69,6.76e-05,0.237,0.605,99.991,audio_features,0johwiyFvPcTbM1miBvaUh,spotify:track:0johwiyFvPcTbM1miBvaUh,https://api.spotify.com/v1/tracks/0johwiyFvPcTbM1miBvaUh,https://api.spotify.com/v1/audio-analysis/0johwiyFvPcTbM1miBvaUh,163200,4
30,0.714,0.921,8,-1.455,1,0.0976,0.0574,0.0,0.256,0.817,99.951,audio_features,04vHPXVGnb51q13NBoW22W,spotify:track:04vHPXVGnb51q13NBoW22W,https://api.spotify.com/v1/tracks/04vHPXVGnb51q13NBoW22W,https://api.spotify.com/v1/audio-analysis/04vHPXVGnb51q13NBoW22W,195048,4
31,0.783,0.59,11,-10.527,1,0.222,0.0184,0.0,0.0835,0.711,164.933,audio_features,5ptN0LBbIyZrxP9RLAwq5N,spotify:track:5ptN0LBbIyZrxP9RLAwq5N,https://api.spotify.com/v1/tracks/5ptN0LBbIyZrxP9RLAwq5N,https://api.spotify.com/v1/audio-analysis/5ptN0LBbIyZrxP9RLAwq5N,196364,4
32,0.82,0.513,1,-10.434,1,0.0988,0.426,0.0,0.0794,0.585,152.016,audio_features,0y7wbWzryoiE8df3a0n25S,spotify:track:0y7wbWzryoiE8df3a0n25S,https://api.spotify.com/v1/tracks/0y7wbWzryoiE8df3a0n25S,https://api.spotify.com/v1/audio-analysis/0y7wbWzryoiE8df3a0n25S,216711,4
33,0.536,0.408,8,-9.797,1,0.275,0.729,0.0,0.109,0.569,174.23,audio_features,7kFcz3xHq7hsOrfQWkipvP,spotify:track:7kFcz3xHq7hsOrfQWkipvP,https://api.spotify.com/v1/tracks/7kFcz3xHq7hsOrfQWkipvP,https://api.spotify.com/v1/audio-analysis/7kFcz3xHq7hsOrfQWkipvP,253908,4
34,0.695,0.391,10,-9.77,0,0.0441,0.734,0.0,0.14,0.355,117.948,audio_features,5kQCI3faUHASM28R91ksUY,spotify:track:5kQCI3faUHASM28R91ksUY,https://api.spotify.com/v1/tracks/5kQCI3faUHASM28R91ksUY,https://api.spotify.com/v1/audio-analysis/5kQCI3faUHASM28R91ksUY,209851,4
35,0.766,0.444,9,-10.84,0,0.226,0.878,0.141,0.438,0.499,115.972,audio_features,7cCBsINflnE3PKyvcN3bzX,spotify:track:7cCBsINflnE3PKyvcN3bzX,https://api.spotify.com/v1/tracks/7cCBsINflnE3PKyvcN3bzX,https://api.spotify.com/v1/audio-analysis/7cCBsINflnE3PKyvcN3bzX,161519,4
36,0.736,0.874,3,-9.341,0,0.0741,0.179,8.71e-06,0.0694,0.665,97.019,audio_features,6DdXM6uwl9XuGIVwP7bXOx,spotify:track:6DdXM6uwl9XuGIVwP7bXOx,https://api.spotify.com/v1/tracks/6DdXM6uwl9XuGIVwP7bXOx,https://api.spotify.com/v1/audio-analysis/6DdXM6uwl9XuGIVwP7bXOx,203016,4
37,0.574,0.535,2,-14.356,1,0.211,0.465,0.0111,0.698,0.204,169.977,audio_features,1TdfNHr3Njy9Bmn5aMAOdr,spotify:track:1TdfNHr3Njy9Bmn5aMAOdr,https://api.spotify.com/v1/tracks/1TdfNHr3Njy9Bmn5aMAOdr,https://api.spotify.com/v1/audio-analysis/1TdfNHr3Njy9Bmn5aMAOdr,234000,4
