,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,label,popularity,artist_followers
92,0.211,0.972,10,-3.755,0,0.188,0.00323,7.31e-06,0.573,0.202,143.75,4HzTfjtuIe4YM01bt3l6Jf,spotify:track:4HzTfjtuIe4YM01bt3l6Jf,187800,4,metal,0,787196
93,0.347,0.939,2,-9.239,1,0.0648,8.89e-05,3.81e-05,0.232,0.356,89.401,3lJqE5AKrrFDFdhDyB0kqx,spotify:track:3lJqE5AKrrFDFdhDyB0kqx,200333,4,metal,46,49682
94,0.649,0.909,6,-6.988,0,0.0729,3.63e-05,0.469,0.0787,0.623,131.919,2tjb6V24kf6sDUdEFNf3m9,spotify:track:2tjb6V24kf6sDUdEFNf3m9,230560,4,metal,55,835641
95,0.434,0.92,2,-14.802,1,0.0919,5.4e-05,0.397,0.379,0.175,139.803,1zFarlqzxsE9I3QiwrdwJN,spotify:track:1zFarlqzxsE9I3QiwrdwJN,229867,4,metal,46,776213
96,0.391,0.991,1,-5.934,0,0.0759,8.82e-05,0.0687,0.0803,0.236,149.863,6v3UX3KGvhYwphqipOO84l,spotify:track:6v3UX3KGvhYwphqipOO84l,341000,4,metal,49,530019
97,0.716,0.821,7,-4.204,1,0.0389,0.551,5.68e-06,0.618,0.931,120.737,4N4guy1faBG6oseDnhjkWy,spotify:track:4N4guy1faBG6oseDnhjkWy,197867,4,metal,0,1251113
98,0.433,0.644,9,-8.054,0,0.0381,0.000374,0.000357,0.117,0.323,91.773,3SvTwrxQJyGJkeoPDbuNcu,spotify:track:3SvTwrxQJyGJkeoPDbuNcu,394667,4,metal,47,478968
99,0.356,0.894,9,-6.825,0,0.0796,2.67e-05,0.00806,0.0602,0.237,153.098,5F4PRUrsZQ8zTppxd6OA9a,spotify:track:5F4PRUrsZQ8zTppxd6OA9a,303547,4,metal,51,46405
100,0.709,0.793,11,-7.66,0,0.0437,0.00843,0.0624,0.178,0.616,105.864,1qBTLEa3lAZ6ieAxc9sEk3,spotify:track:1qBTLEa3lAZ6ieAxc9sEk3,247829,4,metal,0,3875606
101,0.208,0.787,9,-6.763,0,0.0728,0.00131,0.0171,0.0626,0.472,170.626,0un0EK8Qvd3eNYh7BJz2OF,spotify:track:0un0EK8Qvd3eNYh7BJz2OF,337880,4,metal,48,27884
102,0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,0c6p9QomOhNU9uzujLjtsD,spotify:track:0c6p9QomOhNU9uzujLjtsD,300093,4,metal,54,1354532
103,0.381,0.638,7,-12.201,1,0.0515,0.00281,0.305,0.142,0.143,116.306,3ZGajFLn8uAIpNxMxBwfGY,spotify:track:3ZGajFLn8uAIpNxMxBwfGY,324360,4,metal,39,776213
104,0.297,0.798,4,-9.999,1,0.0782,0.000113,0.0772,0.132,0.544,137.397,2H4Uh7c159cJBmrbekZFFe,spotify:track:2H4Uh7c159cJBmrbekZFFe,237107,4,metal,0,260251
105,0.262,0.988,11,-4.922,0,0.253,0.00655,0.897,0.132,0.227,91.319,5ZOOjqoCaUydmo8bxSdosj,spotify:track:5ZOOjqoCaUydmo8bxSdosj,290280,4,metal,53,570844
106,0.442,0.759,10,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,3D5ORNm9spaTcdRx50ksHx,spotify:track:3D5ORNm9spaTcdRx50ksHx,205560,4,metal,61,917885
107,0.526,0.9,4,-4.76,0,0.0531,0.00914,0.0,0.277,0.458,125.349,2W7CvGjipq3EmHqNGN7lN9,spotify:track:2W7CvGjipq3EmHqNGN7lN9,231693,4,metal,57,559953
108,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,2dHjSNCw10clC9oOld8tPn,spotify:track:2dHjSNCw10clC9oOld8tPn,241893,4,metal,60,1251113
109,0.245,0.933,4,-8.148,0,0.0863,3.43e-05,0.182,0.0437,0.456,178.555,2ksadH0rmJCMAQ8r3Najnt,spotify:track:2ksadH0rmJCMAQ8r3Najnt,209000,4,metal,47,184780
110,0.24,0.958,11,-10.151,0,0.1,2.73e-05,0.0354,0.769,0.0718,161.887,25qe3Wf24HVQBBiQeb9Cdf,spotify:track:25qe3Wf24HVQBBiQeb9Cdf,282560,4,metal,47,143649
111,0.329,0.676,9,-9.036,0,0.0324,0.0366,0.0,0.18,0.529,78.217,7iEVmnzJr1V7duYKPWplzp,spotify:track:7iEVmnzJr1V7duYKPWplzp,273733,4,metal,60,3875606
112,0.498,0.858,8,-9.48,1,0.0564,0.0299,0.0,0.106,0.437,151.698,25kORdST1xzG4WXOnzJCKV,spotify:track:25kORdST1xzG4WXOnzJCKV,215307,4,metal,47,74246
113,0.258,0.929,4,-9.571,0,0.0688,0.00972,0.414,0.34,0.494,138.346,0XazvXRtIb75Ljr6OjQGmX,spotify:track:0XazvXRtIb75Ljr6OjQGmX,312760,4,metal,0,260251
114,0.49,0.789,4,-12.775,1,0.0522,0.011,0.000778,0.325,0.495,146.983,6RsNd0M7jqbjIhj4qIbwip,spotify:track:6RsNd0M7jqbjIhj4qIbwip,238400,4,metal,48,776213
115,0.329,0.941,9,-7.687,1,0.084,0.00376,0.00525,0.0791,0.77,171.632,21CvmkU9C4GXrl1KZBl0FF,spotify:track:21CvmkU9C4GXrl1KZBl0FF,251320,4,metal,50,168836
116,0.298,0.612,3,-9.002,0,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,1j06ieEC2BOCM0fTmYhn2l,spotify:track:1j06ieEC2BOCM0fTmYhn2l,262200,4,metal,58,559953
117,0.295,0.974,2,-4.098,0,0.0844,1.84e-05,0.728,0.175,0.201,150.259,4hfpMRkHOW3xGt8zE8ogFk,spotify:track:4hfpMRkHOW3xGt8zE8ogFk,387733,4,metal,0,143649
118,0.262,0.988,4,-4.939,0,0.117,1.63e-05,0.733,0.21,0.259,113.663,3lMVtX2zN22nm30jGVoOpT,spotify:track:3lMVtX2zN22nm30jGVoOpT,365320,4,metal,50,351676
119,0.486,0.75,7,-8.171,1,0.0417,0.00375,0.00286,0.201,0.329,110.816,07f9Uh1cWqH8ggfcEYeC1l,spotify:track:07f9Uh1cWqH8ggfcEYeC1l,188920,4,metal,36,6317507
120,0.577,0.676,8,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,2ZS0wDcdfrJPC86u5aJGo9,spotify:track:2ZS0wDcdfrJPC86u5aJGo9,245267,4,metal,59,407776
121,0.276,0.986,9,-10.221,0,0.122,0.000633,0.00439,0.349,0.0621,153.64,3PtoySboyS2gTmvFPy6iDi,spotify:track:3PtoySboyS2gTmvFPy6iDi,229960,4,metal,44,49682
122,0.213,0.686,0,-15.09,1,0.0661,7.45e-06,0.0701,0.0972,0.304,102.582,5xXeIlEiWIA8xnPa8BkJyj,spotify:track:5xXeIlEiWIA8xnPa8BkJyj,246067,4,metal,51,849950
123,0.626,0.721,9,-6.35,0,0.0305,0.0014,0.00575,0.203,0.493,116.414,3uZFSiCurXd9Jm3OIfxmAb,spotify:track:3uZFSiCurXd9Jm3OIfxmAb,237440,4,metal,44,13690
124,0.581,0.572,9,-10.976,1,0.0299,0.0125,0.00123,0.0299,0.881,125.278,7dp39ThK3DGKVneJERWhHe,spotify:track:7dp39ThK3DGKVneJERWhHe,199040,4,metal,46,252539
0,0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,1r3PWB1ZzxrPsIj2DNoa10,spotify:track:1r3PWB1ZzxrPsIj2DNoa10,256742,4,metal,69,5578820
1,0.39,0.942,0,-7.743,1,0.0806,7.71e-06,0.102,0.14,0.17,90.216,1AtE4xrxLR7nSPWSk1VGqM,spotify:track:1AtE4xrxLR7nSPWSk1VGqM,243080,4,metal,61,806461
2,0.418,0.929,7,-4.122,1,0.0539,0.000131,0.00134,0.245,0.546,170.037,69uGltZ3kbIqYmPDHp1p2E,spotify:track:69uGltZ3kbIqYmPDHp1p2E,238018,4,metal,51,16713
3,0.445,0.914,4,-5.001,0,0.0494,0.000152,0.0,0.549,0.587,135.032,0iqJIE15UsLphh2BdZ3aoh,spotify:track:0iqJIE15UsLphh2BdZ3aoh,188112,4,metal,64,150365
4,0.511,0.992,1,-3.372,1,0.133,0.000186,0.00104,0.39,0.327,124.941,74Ijstyp0EXcdEZzyLOJy6,spotify:track:74Ijstyp0EXcdEZzyLOJy6,246405,4,metal,55,1111142
5,0.368,0.989,5,-4.764,0,0.112,4e-06,0.391,0.976,0.0755,110.241,4AbEyowmGAEGnLUZ9YCphR,spotify:track:4AbEyowmGAEGnLUZ9YCphR,218406,4,metal,50,602583
6,0.499,0.961,10,-7.15,0,0.0537,0.000231,3.71e-06,0.259,0.541,106.034,5zlUrvdz6o5tIC2bBg31iZ,spotify:track:5zlUrvdz6o5tIC2bBg31iZ,224667,4,metal,56,723029
7,0.35,0.941,1,-7.225,1,0.0854,3.75e-05,0.195,0.216,0.29,85.205,1mnIf0uQCOesEO4484G0iR,spotify:track:1mnIf0uQCOesEO4484G0iR,220427,4,metal,54,806461
8,0.3,0.932,7,-7.188,1,0.0678,0.000126,0.00481,0.273,0.276,104.922,6D1i1hoMyjs843XbMhNq8J,spotify:track:6D1i1hoMyjs843XbMhNq8J,283339,3,metal,51,540206
9,0.459,0.845,11,-5.581,0,0.0287,6.72e-06,0.489,0.498,0.572,88.002,3mWpUooYBCQzcNaWTuVSGm,spotify:track:3mWpUooYBCQzcNaWTuVSGm,246480,4,metal,48,9899
10,0.54,0.922,9,-8.346,0,0.0465,0.0271,1.31e-05,0.193,0.564,96.032,2c03eSv5IkwbDty49pKg1L,spotify:track:2c03eSv5IkwbDty49pKg1L,218000,4,metal,61,1697291
11,0.304,0.987,7,-2.578,1,0.193,6.13e-05,0.000162,0.371,0.153,149.992,4DzJ41A6qR14hHtS1djvdX,spotify:track:4DzJ41A6qR14hHtS1djvdX,263948,4,metal,61,1086683
12,0.401,0.979,4,-1.928,0,0.0822,0.00056,0.0,0.153,0.245,139.03,62eNYg3cHHfr1ThVxe2vaM,spotify:track:62eNYg3cHHfr1ThVxe2vaM,300699,4,metal,52,39432
13,0.433,0.92,4,-4.738,0,0.0409,0.000576,5.5e-05,0.123,0.476,92.466,2L42uB1e5wuanTTPEWVe64,spotify:track:2L42uB1e5wuanTTPEWVe64,243755,4,metal,56,7552207
14,0.477,0.934,4,-8.199,0,0.0554,0.000392,0.254,0.343,0.328,139.947,4fY2JR0REUiykvzRw61sk9,spotify:track:4fY2JR0REUiykvzRw61sk9,277893,4,metal,58,910768
15,0.375,0.925,4,-7.462,0,0.112,4.41e-05,7.02e-06,0.0863,0.307,170.11,0cTHs20lsSAahzUnlG05Lg,spotify:track:0cTHs20lsSAahzUnlG05Lg,215758,4,metal,22,999088
16,0.445,0.942,7,-6.558,1,0.0592,1.74e-06,0.0439,0.313,0.384,120.037,6grZ25M9c5o8T75z0tY0xq,spotify:track:6grZ25M9c5o8T75z0tY0xq,253325,4,metal,10,2148589
17,0.462,0.935,6,-5.215,0,0.0417,1.44e-05,0.0415,0.111,0.721,139.961,1kKzLv3w7I5NXzEtWkSzi4,spotify:track:1kKzLv3w7I5NXzEtWkSzi4,214134,4,metal,57,195753
18,0.363,0.94,6,-5.773,0,0.1,0.000131,0.365,0.116,0.277,191.998,0MGLlKw16k1qGlpb69xDZ1,spotify:track:0MGLlKw16k1qGlpb69xDZ1,194587,4,metal,31,1177
19,0.185,0.983,1,-7.301,1,0.235,1.66e-05,0.191,0.197,0.102,178.864,3jpGc7gcoTyQsrlfQ332Ql,spotify:track:3jpGc7gcoTyQsrlfQ332Ql,231773,4,metal,58,806461
20,0.419,0.945,4,-5.56,1,0.058,0.0013,9.53e-05,0.197,0.394,173.962,3sXsIBIFutSSMc2V4WCknY,spotify:track:3sXsIBIFutSSMc2V4WCknY,231000,4,metal,58,1697291
21,0.433,0.935,6,-6.704,0,0.0577,8.2e-06,2.32e-05,0.146,0.436,163.057,4ngbdRQfneBbVGU4V7jjDg,spotify:track:4ngbdRQfneBbVGU4V7jjDg,266339,4,metal,5,186175
22,0.545,0.92,11,-4.232,1,0.0306,0.000446,0.0669,0.375,0.332,129.032,7tcBbo9I71WtmLAuzha5mN,spotify:track:7tcBbo9I71WtmLAuzha5mN,298893,4,metal,0,776213
23,0.425,0.958,4,-5.785,0,0.0515,0.000254,0.00107,0.0394,0.621,102.002,30cxiM2snx2Hstvhk8Z7pv,spotify:track:30cxiM2snx2Hstvhk8Z7pv,338761,4,metal,0,195753
24,0.41,0.992,2,-5.978,1,0.095,4.43e-05,0.878,0.121,0.104,123.933,4Avnu5FR70qWD9VxandTWe,spotify:track:4Avnu5FR70qWD9VxandTWe,274203,4,metal,52,910768
25,0.505,0.934,8,-7.717,1,0.0498,0.00237,5.71e-06,0.217,0.248,95.061,7kn8PMqB1Cx3qnzB0Slayd,spotify:track:7kn8PMqB1Cx3qnzB0Slayd,255987,4,metal,45,60933
26,0.463,0.962,1,-5.697,0,0.0712,0.000761,0.0,0.239,0.188,109.899,1i0fcF53lHffHnDxM293On,spotify:track:1i0fcF53lHffHnDxM293On,211893,4,metal,45,723029
27,0.436,0.963,7,-6.861,1,0.0826,5.13e-05,0.0,0.138,0.515,169.921,46HFTyFqLMzSye98Arqa98,spotify:track:46HFTyFqLMzSye98Arqa98,179093,4,metal,58,483240
28,0.498,0.993,2,-6.298,1,0.0809,0.00028,0.00787,0.155,0.233,99.98,1FOp9dG9z5ps8gYQrafzQN,spotify:track:1FOp9dG9z5ps8gYQrafzQN,338053,4,metal,28,315766
29,0.55,0.802,11,-5.708,1,0.0322,0.00381,0.00768,0.105,0.796,97.625,2Ei1eAAU4ME4ld72p9wCbW,spotify:track:2Ei1eAAU4ME4ld72p9wCbW,277600,4,metal,49,2069491
30,0.56,0.981,4,-5.445,0,0.104,3.08e-05,0.115,0.102,0.237,111.012,5BM618dNRZxN40mCCMFjP0,spotify:track:5BM618dNRZxN40mCCMFjP0,261307,4,metal,0,776213
31,0.552,0.864,8,-6.523,0,0.0375,0.000931,0.0199,0.0856,0.898,140.986,7G0n4t8Ul5r0BpS2lw5hYT,spotify:track:7G0n4t8Ul5r0BpS2lw5hYT,194838,4,metal,0,195753
32,0.346,0.949,6,-3.973,1,0.0837,1.42e-05,0.422,0.0524,0.323,178.027,4iJg7QdhqLHwfYOmYHqU9z,spotify:track:4iJg7QdhqLHwfYOmYHqU9z,258837,4,metal,51,1364888
33,0.407,0.967,0,-7.104,1,0.0666,0.000316,0.00142,0.089,0.227,180.027,28aQT80RVsVsD1X98WCew1,spotify:track:28aQT80RVsVsD1X98WCew1,203373,4,metal,0,483240
34,0.452,0.949,11,-4.759,1,0.0503,9.19e-05,0.74,0.226,0.788,176.94,1IMU0K1z2oFPfPQzlxSx4X,spotify:track:1IMU0K1z2oFPfPQzlxSx4X,223416,4,metal,35,9899
35,0.42,0.987,0,-5.114,0,0.122,1.28e-05,0.183,0.0541,0.131,95.978,7j0DSyekwDBBkAesbD5bzH,spotify:track:7j0DSyekwDBBkAesbD5bzH,266054,4,metal,0,12528
36,0.439,0.984,9,-4.755,1,0.0915,6.25e-06,0.000746,0.0849,0.2,153.99,0u7ZOU5XNVukkKjGf7YeYQ,spotify:track:0u7ZOU5XNVukkKjGf7YeYQ,365987,4,metal,0,135284
37,0.509,0.918,8,-7.371,1,0.0429,0.000173,0.0032,0.307,0.476,106.936,0Zl2Wx0aqXhMfFMcsLYmor,spotify:track:0Zl2Wx0aqXhMfFMcsLYmor,260227,4,metal,25,315766
38,0.502,0.9,4,-5.655,0,0.0482,0.000104,0.00212,0.161,0.552,120.066,3iKSyNDGzJ3FcjXoDKqehS,spotify:track:3iKSyNDGzJ3FcjXoDKqehS,235296,4,metal,58,195753
39,0.473,0.968,4,-7.297,0,0.0642,0.000144,0.0347,0.612,0.465,138.054,6zctLQjQkNI0agikPLbO9N,spotify:track:6zctLQjQkNI0agikPLbO9N,299946,4,metal,45,7552207
40,0.392,0.977,4,-6.009,0,0.101,3.78e-05,0.0776,0.119,0.207,195.984,1rdDtBy28Z5wtSIatYHot0,spotify:track:1rdDtBy28Z5wtSIatYHot0,335360,4,metal,0,776213
41,0.376,0.914,5,-5.61,0,0.0496,0.000221,0.0282,0.113,0.191,96.276,3j3QVCJXXZXfgB5sjN1TEY,spotify:track:3j3QVCJXXZXfgB5sjN1TEY,357813,4,metal,41,270622
42,0.544,0.888,1,-7.509,1,0.0541,0.000211,0.000237,0.38,0.2,129.936,4CSGVziAkUelYOIlOPNu6G,spotify:track:4CSGVziAkUelYOIlOPNu6G,242438,4,metal,31,540206
43,0.426,0.964,9,-5.235,0,0.116,6.94e-05,0.00129,0.0768,0.406,165.013,7KWCzqPg2WrritNTlYuQ4t,spotify:track:7KWCzqPg2WrritNTlYuQ4t,296213,4,metal,34,72350
44,0.358,0.94,6,-5.808,1,0.0794,9.42e-05,0.286,0.0845,0.131,184.072,4Cb1AimuiTJ5szNlCcf895,spotify:track:4Cb1AimuiTJ5szNlCcf895,321520,4,metal,46,613682
45,0.362,0.974,1,-4.481,0,0.105,4.4e-05,0.0149,0.231,0.521,199.999,4MbJlBkNTEXGJ0sL8U5ABN,spotify:track:4MbJlBkNTEXGJ0sL8U5ABN,266015,4,metal,36,315766
46,0.477,0.887,2,-4.272,1,0.0626,7.68e-05,0.0,0.0588,0.387,119.948,5uEOhWDWr4gN9YMgZNVGRB,spotify:track:5uEOhWDWr4gN9YMgZNVGRB,206427,4,metal,40,83103
47,0.612,0.822,9,-6.418,1,0.0428,0.000719,0.00019,0.14,0.686,128.018,1KyA5lXW7cAgMLwxRdVAu3,spotify:track:1KyA5lXW7cAgMLwxRdVAu3,226093,4,metal,61,776213
48,0.503,0.982,7,-2.838,1,0.117,9.9e-05,0.000764,0.0685,0.076,139.99,5b6x7e0p8HqA4CZ4eQEoiE,spotify:track:5b6x7e0p8HqA4CZ4eQEoiE,271765,4,metal,40,108768
49,0.524,0.937,11,-5.201,1,0.0607,0.000189,0.00696,0.121,0.394,116.977,6OHdACPsqiigqRCy0VsIY6,spotify:track:6OHdACPsqiigqRCy0VsIY6,316385,4,metal,0,19001
50,0.336,0.969,6,-5.362,0,0.0943,1.49e-05,0.00445,0.291,0.247,124.016,2mjhf9C6pE6oUkxF7mRyd7,spotify:track:2mjhf9C6pE6oUkxF7mRyd7,239027,4,metal,31,16556
51,0.242,0.973,8,-4.739,1,0.148,2.57e-05,0.82,0.121,0.369,148.095,1bqxO1wuMODj6x7fiCCovB,spotify:track:1bqxO1wuMODj6x7fiCCovB,505147,4,metal,43,146387
52,0.469,0.977,4,-5.458,1,0.0558,1.25e-05,0.691,0.045,0.727,127.971,4ug7b6iy2tYn3OryBRrGkH,spotify:track:4ug7b6iy2tYn3OryBRrGkH,187016,4,metal,0,195753
53,0.457,0.991,5,-4.432,1,0.126,1.38e-05,0.159,0.26,0.189,100.041,1a1c2RbKhs6ozVLdrlWXJQ,spotify:track:1a1c2RbKhs6ozVLdrlWXJQ,240592,4,metal,47,35127
54,0.491,0.933,9,-6.283,0,0.0484,1.18e-05,0.000134,0.221,0.426,90.007,4Ytkv0PncFeYbkJ58N9J3I,spotify:track:4Ytkv0PncFeYbkJ58N9J3I,236327,4,metal,9,186175
55,0.377,0.977,5,-5.501,0,0.0788,9.89e-06,0.763,0.599,0.246,147.043,6hPlZWKfEk8bEF4SA71XMt,spotify:track:6hPlZWKfEk8bEF4SA71XMt,241159,4,metal,44,602583
56,0.439,0.975,1,-3.798,1,0.131,0.000105,8.59e-05,0.228,0.636,172.018,0eeH8SFeeaIv0lQz61cyL2,spotify:track:0eeH8SFeeaIv0lQz61cyL2,246827,4,metal,41,61551
57,0.517,0.98,7,-4.011,1,0.102,1.97e-06,0.00191,0.0758,0.0422,110.023,3AZoyMf5d6CvZowm2sa5y4,spotify:track:3AZoyMf5d6CvZowm2sa5y4,274827,4,metal,0,135284
58,0.382,0.855,9,-8.068,1,0.038,0.000147,0.745,0.106,0.55,136.138,01tykAEjuZsAX5I1y0FLf8,spotify:track:01tykAEjuZsAX5I1y0FLf8,292735,4,metal,44,286005
59,0.457,0.977,6,-3.794,1,0.0968,0.000375,1.2e-06,0.265,0.407,100.951,3p8mNusemqp0ejZaJVLiqi,spotify:track:3p8mNusemqp0ejZaJVLiqi,276547,4,metal,37,25016
60,0.344,0.955,1,-10.614,1,0.0444,5.4e-06,0.111,0.0665,0.352,111.671,3pKsUMqpVr4ZJ13Mm91Xig,spotify:track:3pKsUMqpVr4ZJ13Mm91Xig,203680,4,metal,61,849950
61,0.458,0.965,4,-7.605,0,0.143,0.000227,8.62e-05,0.196,0.0709,135.048,6sKD7OL6nPhkY8VcQuYdai,spotify:track:6sKD7OL6nPhkY8VcQuYdai,338748,4,metal,0,999088
62,0.474,0.925,1,-4.483,1,0.0653,3.84e-06,0.000109,0.139,0.528,94.975,3T5Qp0PzqIVHw3tY1QIjyU,spotify:track:3T5Qp0PzqIVHw3tY1QIjyU,201960,4,metal,40,44702
63,0.456,0.944,0,-4.458,1,0.0758,0.000136,0.194,0.297,0.49,175.026,4TW7ReI5Jzvm3TQ59DWA7v,spotify:track:4TW7ReI5Jzvm3TQ59DWA7v,243689,4,metal,0,19001
64,0.455,0.983,1,-4.65,0,0.0738,0.000669,1.18e-05,0.15,0.313,143.009,12frB4w7ukdn1hzfBiWRjq,spotify:track:12frB4w7ukdn1hzfBiWRjq,217600,4,metal,32,723029
65,0.486,0.75,0,-8.237,0,0.0544,0.0141,0.00139,0.104,0.229,141.966,6IVKiq8Xxhvg03MUtu5smv,spotify:track:6IVKiq8Xxhvg03MUtu5smv,306347,4,metal,52,738180
66,0.571,0.905,4,-7.656,0,0.0513,0.00839,0.00162,0.109,0.457,88.098,25ZqVu02DsxzWkBCM3HSH8,spotify:track:25ZqVu02DsxzWkBCM3HSH8,341373,4,metal,49,183557
67,0.535,0.95,4,-2.93,0,0.053,0.000172,2.67e-05,0.349,0.599,104.627,6FPYB4S5wawOFERTxlVCA6,spotify:track:6FPYB4S5wawOFERTxlVCA6,249094,4,metal,0,176440
68,0.625,0.737,4,-8.438,0,0.0351,0.00939,0.0205,0.228,0.224,124.999,3uBjEUnGmq3JOhCEjFzHw8,spotify:track:3uBjEUnGmq3JOhCEjFzHw8,338255,4,metal,41,776213
69,0.546,0.759,5,-6.904,0,0.0277,0.000372,0.379,0.103,0.547,96.996,722ZaBl6RTzYP3bq1P7Nit,spotify:track:722ZaBl6RTzYP3bq1P7Nit,236944,4,metal,44,286005
70,0.448,0.99,1,-3.044,0,0.109,2.46e-05,0.0208,0.209,0.314,148.067,01PlEMEsHPNmGEzUGYXo7y,spotify:track:01PlEMEsHPNmGEzUGYXo7y,273638,4,metal,29,34700
71,0.581,0.968,5,-5.749,0,0.042,0.000151,0.666,0.0599,0.605,120.013,4Asn26WKTDwVEx5sJrEc8T,spotify:track:4Asn26WKTDwVEx5sJrEc8T,302629,4,metal,46,99373
72,0.574,0.917,9,-5.389,1,0.0494,0.00028,8.14e-06,0.308,0.378,125.007,3Ozsvtb47qZ0yzTxNTcPM0,spotify:track:3Ozsvtb47qZ0yzTxNTcPM0,279728,4,metal,0,540206
73,0.55,0.96,11,-4.148,0,0.0452,8.84e-06,0.000558,0.0955,0.47,128.016,0g7Wb6Dbe2sfwdntWnkv1W,spotify:track:0g7Wb6Dbe2sfwdntWnkv1W,261160,4,metal,0,135284
74,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,1PhLYngBKbeDtdmDzCg3Pb,spotify:track:1PhLYngBKbeDtdmDzCg3Pb,323933,4,metal,71,21912076
75,0.254,0.929,1,-6.652,0,0.0527,6.77e-06,0.625,0.176,0.563,140.271,46wMCxSguASbKzxmcgPZB7,spotify:track:46wMCxSguASbKzxmcgPZB7,282880,4,metal,32,21884
76,0.544,0.979,5,-5.201,0,0.0642,3.36e-05,0.771,0.106,0.435,144.985,4dVudcK5JtTjsz2pjWfHni,spotify:track:4dVudcK5JtTjsz2pjWfHni,322680,4,metal,0,570844
77,0.584,0.854,11,-4.13,0,0.0293,0.000999,8.81e-05,0.48,0.584,119.978,5YAsSHVStxtvvwV00I5YS1,spotify:track:5YAsSHVStxtvvwV00I5YS1,297227,4,metal,0,3428
78,0.479,0.759,1,-6.355,1,0.0465,0.00804,0.000604,0.198,0.193,179.969,07QtZcsiO25zCmq7oQ8utc,spotify:track:07QtZcsiO25zCmq7oQ8utc,265002,4,metal,42,53568
79,0.606,0.96,1,-6.462,1,0.131,0.024,0.167,0.201,0.148,101.972,6tk9GCcjDX5racqg7r6M4R,spotify:track:6tk9GCcjDX5racqg7r6M4R,258228,4,metal,34,108431
80,0.452,0.942,0,-4.308,1,0.0572,0.00354,0.0,0.24,0.319,76.996,29pGGSryvaKUklXcCkpiBI,spotify:track:29pGGSryvaKUklXcCkpiBI,246547,4,metal,0,28971
81,0.52,0.967,1,-5.698,1,0.0677,8.11e-05,0.769,0.102,0.331,101.006,6usbiVjaHuYUlt1HbCmgCT,spotify:track:6usbiVjaHuYUlt1HbCmgCT,242773,4,metal,0,45306
82,0.447,0.952,0,-7.439,0,0.0512,8.67e-05,3.31e-06,0.449,0.37,140.05,4Zcl7dDFtMU5bLlzDDxkZ8,spotify:track:4Zcl7dDFtMU5bLlzDDxkZ8,197467,4,metal,0,26475
83,0.457,0.973,11,-4.146,0,0.0709,3.73e-06,3.16e-06,0.311,0.379,105.015,3ojlZUEkinb7XA4tZuvx3y,spotify:track:3ojlZUEkinb7XA4tZuvx3y,255685,4,metal,32,44702
84,0.446,0.904,2,-5.787,1,0.0432,5.85e-05,0.000123,0.191,0.636,152.975,6syHCS66oykczN2ZN7zQPX,spotify:track:6syHCS66oykczN2ZN7zQPX,239867,4,metal,48,60933
85,0.515,0.984,9,-3.175,0,0.161,1.84e-06,0.0118,0.103,0.246,133.625,1V0dmLDJl5O68IphFsom9a,spotify:track:1V0dmLDJl5O68IphFsom9a,237838,4,metal,0,176440
86,0.283,0.944,11,-7.202,0,0.18,0.00163,0.234,0.101,0.0681,147.989,3QmT40QBlxr4n5AxhOSxkf,spotify:track:3QmT40QBlxr4n5AxhOSxkf,481125,4,metal,36,108431
87,0.312,0.991,2,-4.821,0,0.0822,1.71e-05,0.405,0.309,0.374,170.093,1NMJOg7jOnXkXlKUKSETtZ,spotify:track:1NMJOg7jOnXkXlKUKSETtZ,249159,4,metal,32,224581
88,0.416,0.904,2,-5.356,1,0.036,0.000398,0.000171,0.186,0.554,142.97,4xD8Pb5UGURJwnn9vi2Igu,spotify:track:4xD8Pb5UGURJwnn9vi2Igu,248960,4,metal,46,2069491
89,0.525,0.895,11,-5.597,1,0.0373,0.000216,0.372,0.0922,0.52,129.937,1e77ThmggJKvG4NeRWUrLB,spotify:track:1e77ThmggJKvG4NeRWUrLB,272203,4,metal,35,9899
90,0.394,0.924,2,-4.786,0,0.0549,2.5e-05,7.11e-05,0.319,0.561,174.796,3pKt0cqu9kyUzftP41AXXh,spotify:track:3pKt0cqu9kyUzftP41AXXh,248133,4,metal,9,83645
91,0.458,0.96,0,-3.353,0,0.101,0.00224,0.00112,0.114,0.263,140.037,0eQLg5pGbPIxV04WgAgmma,spotify:track:0eQLg5pGbPIxV04WgAgmma,239980,4,metal,36,28971
92,0.526,0.944,6,-3.815,0,0.144,0.000207,1.76e-05,0.0994,0.281,112.531,5nYKbDASgvCDV4BLVmuGv4,spotify:track:5nYKbDASgvCDV4BLVmuGv4,275248,4,metal,61,1086683
