,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,popularity,artist_followers
18,0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-05,0.111,0.607,91.023,2iLegn1UOmpNpQAxcQoGJW,spotify:track:2iLegn1UOmpNpQAxcQoGJW,234402,4,81,889493
20,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,6lX6l7OuA3qrnIRfdsr0dw,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,233453,4,85,889493
22,0.801,0.563,11,-7.302,1,0.223,0.264,0.00115,0.192,0.967,179.968,0EFxJw34fK8DWlTxx9qYeW,spotify:track:0EFxJw34fK8DWlTxx9qYeW,162000,4,80,889493
25,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,5CzixCxDkRXX9mScCmah8O,spotify:track:5CzixCxDkRXX9mScCmah8O,176936,4,92,51639438
26,0.739,0.672,8,-4.127,0,0.174,0.0897,0.0,0.104,0.739,179.78,7INDea2qgB7TlUgpux3hsg,spotify:track:7INDea2qgB7TlUgpux3hsg,178080,4,79,1641517
27,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB,207301,4,89,953641
28,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,44XjoNvtwevktFKjvVe1vH,spotify:track:44XjoNvtwevktFKjvVe1vH,339612,4,90,51639438
30,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,6VrQTLzzuyGIYjUDe4kAZk,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,196413,4,89,51639438
31,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,28GCbKgjlVD9eDmasGbe0T,spotify:track:28GCbKgjlVD9eDmasGbe0T,180930,4,89,51639438
34,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB,173119,4,91,51639438
35,0.764,0.847,10,-4.922,1,0.0518,0.0301,0.00246,0.166,0.961,95.02,58h5RuCMWCkstuXckWuRpp,spotify:track:58h5RuCMWCkstuXckWuRpp,163709,4,75,889493
36,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,2uflssWlCaJ6CbTMOsUpNI,spotify:track:2uflssWlCaJ6CbTMOsUpNI,210989,5,89,51639438
38,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,206710,4,88,51639438
39,0.822,0.719,10,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,0bI5WRiDfU5BY38ufOJtGu,spotify:track:0bI5WRiDfU5BY38ufOJtGu,225366,4,73,31562570
40,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,5kVZxyMY1gfdCLiChsfjn1,spotify:track:5kVZxyMY1gfdCLiChsfjn1,230704,4,90,51639438
41,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,48AJSd42lXpicsGqcgopof,spotify:track:48AJSd42lXpicsGqcgopof,192477,4,88,28455008
42,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,4d4ZXH4dr5bYfgErHiZCX2,spotify:track:4d4ZXH4dr5bYfgErHiZCX2,208615,3,89,51639438
43,0.735,0.674,6,-5.629,0,0.124,0.18,0.0,0.108,0.561,171.883,2C6eINAA8cO6e5a8PjnWsK,spotify:track:2C6eINAA8cO6e5a8PjnWsK,189613,4,73,1641517
44,0.869,0.727,2,-4.956,1,0.121,0.00118,6.97e-05,0.183,0.613,93.989,0HINQFSerZ6iMfSsaTO3G5,spotify:track:0HINQFSerZ6iMfSsaTO3G5,159200,4,82,347069
45,0.652,0.666,4,-5.383,0,0.171,0.379,0.0,0.11,0.554,174.732,1SCYfmGM5ueb6YiiQbLXVn,spotify:track:1SCYfmGM5ueb6YiiQbLXVn,196373,4,74,1641517
46,0.853,0.523,7,-4.463,1,0.0998,0.016,0.000128,0.149,0.629,93.992,17jcYtUYRhpPL19fDedfTD,spotify:track:17jcYtUYRhpPL19fDedfTD,145532,4,75,869955
48,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,18HOjcvTVV7W8YzBuOsAPS,spotify:track:18HOjcvTVV7W8YzBuOsAPS,148143,4,88,51639438
49,0.751,0.722,2,-4.197,1,0.0506,0.457,0.0,0.178,0.788,140.043,1JXcB149QtbcIpDUA6YZOB,spotify:track:1JXcB149QtbcIpDUA6YZOB,220135,4,69,2295821
1,0.635,0.451,7,-7.406,1,0.0391,0.742,0.0,0.139,0.601,81.976,47sq83n5WN22ZzYnGn8aTy,spotify:track:47sq83n5WN22ZzYnGn8aTy,201951,4,78,657756
3,0.482,0.881,11,-3.62,0,0.0533,0.0128,0.0,0.103,0.281,144.02,1oYQtNQUxSODedcc5hPmp9,spotify:track:1oYQtNQUxSODedcc5hPmp9,290004,4,78,67285
4,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,220780,4,83,6963979
5,0.429,0.464,6,-8.445,0,0.0719,0.783,0.0,0.0846,0.375,121.17,0HAG6nIiEKd75yGpovuSJQ,spotify:track:0HAG6nIiEKd75yGpovuSJQ,269256,3,78,1872694
6,0.572,0.513,7,-6.481,0,0.0487,0.141,0.0,0.0891,0.207,105.006,2BDrpeAnTxCurLt38yDSrE,spotify:track:2BDrpeAnTxCurLt38yDSrE,238286,4,76,60242
7,0.513,0.38,11,-11.091,1,0.0336,0.12,0.0,0.0924,0.323,120.952,16iRlyUMJVPqz62DlomMre,spotify:track:16iRlyUMJVPqz62DlomMre,263500,4,77,570417
8,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,2jbf9EytR7fzpSrPWAYCf9,spotify:track:2jbf9EytR7fzpSrPWAYCf9,312320,4,77,657756
9,0.545,0.269,5,-11.001,1,0.03,0.883,2.31e-05,0.0944,0.349,124.022,4tyEfRWLgYkWQaowoHXoba,spotify:track:4tyEfRWLgYkWQaowoHXoba,268124,3,74,7225576
11,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001,0WZqHCoOBXqgCCIsUZLC2a,spotify:track:0WZqHCoOBXqgCCIsUZLC2a,297002,4,77,1872694
14,0.758,0.674,6,-4.533,1,0.108,0.0903,0.0,0.0902,0.424,97.977,7ArVzlFsFsQXNseVXmdOyk,spotify:track:7ArVzlFsFsQXNseVXmdOyk,181224,4,80,35120
16,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869,1gH1h30wkQdd9zhY3j7a8T,spotify:track:1gH1h30wkQdd9zhY3j7a8T,181507,4,77,4207859
17,0.815,0.442,6,-7.462,0,0.107,0.457,0.0,0.101,0.706,90.019,769Ld8demNhMgVLAQcjTDn,spotify:track:769Ld8demNhMgVLAQcjTDn,151508,4,81,257598
18,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,08MFgEQeVLF37EyZ7jcwLc,spotify:track:08MFgEQeVLF37EyZ7jcwLc,254400,3,77,1669274
19,0.394,0.366,3,-10.855,1,0.031,0.799,1.05e-06,0.315,0.3,109.862,5CUQnKjA6nlteCnxMKsjIu,spotify:track:5CUQnKjA6nlteCnxMKsjIu,293727,4,76,657756
21,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,5MYPzdIWgx3pMLRGlq2fVq,spotify:track:5MYPzdIWgx3pMLRGlq2fVq,241132,4,75,1669274
22,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,63bmIgH9sS6sX5Sc7MetGq,spotify:track:63bmIgH9sS6sX5Sc7MetGq,244068,4,70,1669274
23,0.809,0.463,11,-12.8,0,0.154,0.569,0.0,0.0786,0.382,128.963,2oupN96VwNrbONyMtTWGjH,spotify:track:2oupN96VwNrbONyMtTWGjH,211776,4,68,301837
25,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,229173,4,83,630391
26,0.432,0.652,8,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,5NvOZCjZaGGGL597exlQWv,spotify:track:5NvOZCjZaGGGL597exlQWv,249587,3,83,1213909
27,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,215687,4,82,1677256
28,0.624,0.596,4,-9.288,1,0.0308,0.107,0.0,0.357,0.75,113.204,5d9Rka4T0szdC1MobhtXrV,spotify:track:5d9Rka4T0szdC1MobhtXrV,312234,4,73,5512594
30,0.5,0.397,9,-11.653,1,0.0557,0.412,0.0,0.126,0.375,180.045,4iRRAvxPPWXQp3mV1rAbPF,spotify:track:4iRRAvxPPWXQp3mV1rAbPF,278008,3,74,570417
31,0.758,0.39,1,-9.799,1,0.0485,0.567,0.0,0.099,0.238,117.048,7C9Knp9FzLY6RwgktmW9Ge,spotify:track:7C9Knp9FzLY6RwgktmW9Ge,168205,4,73,514050
32,0.62,0.419,7,-6.334,1,0.0262,0.571,1.94e-05,0.0883,0.205,134.93,5yu0lVVW68f5VIzdjIJVQ6,spotify:track:5yu0lVVW68f5VIzdjIJVQ6,304000,4,72,176338
33,0.458,0.533,0,-5.249,1,0.0381,0.447,0.0,0.114,0.343,149.832,4IeuTj1pEHuL9vJSiEqEfR,spotify:track:4IeuTj1pEHuL9vJSiEqEfR,248800,4,73,104900
34,0.656,0.336,9,-10.538,1,0.0434,0.453,0.0,0.106,0.182,125.058,7gfrASeOt73YWvpIv1fU8E,spotify:track:7gfrASeOt73YWvpIv1fU8E,245760,4,73,1872694
35,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,1dcNEEtODRVZEevQ20Cgmy,spotify:track:1dcNEEtODRVZEevQ20Cgmy,210355,4,73,1669274
36,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,0QzuaeCEEOV40Pn7IvKEny,spotify:track:0QzuaeCEEOV40Pn7IvKEny,171743,4,82,319367
37,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,3afkJSKX0EAMsJXTZnDXXJ,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,201539,4,82,6963979
38,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-06,0.114,0.274,177.158,3PgjBOoA5OytNGkglObpOd,spotify:track:3PgjBOoA5OytNGkglObpOd,288189,4,72,5512594
39,0.886,0.612,11,-8.848,0,0.13,0.192,0.0,0.0687,0.706,106.971,152sJgmftB46Q6IsDTUDLN,spotify:track:152sJgmftB46Q6IsDTUDLN,210960,4,72,140723
41,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,3pCt2wRdBDa2kCisIdHWgF,spotify:track:3pCt2wRdBDa2kCisIdHWgF,344571,4,79,3263147
42,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,55RMhrPQYA6vLu5YMgXxFD,spotify:track:55RMhrPQYA6vLu5YMgXxFD,221538,4,68,1669274
43,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,4IaxDf2FixiQXq0mW7key9,spotify:track:4IaxDf2FixiQXq0mW7key9,174840,4,83,1416977
44,0.558,0.553,4,-6.669,1,0.0323,0.492,0.0,0.116,0.251,134.263,0HZ3OUVrGHxttD2EuHqRm3,spotify:track:0HZ3OUVrGHxttD2EuHqRm3,291358,4,72,777919
45,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,613027,4,84,55661908
49,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,233720,3,90,1993188
0,0.715,0.688,9,-8.249,1,0.352,0.436,0.0,0.121,0.475,155.016,23S8qffmiX68DFEoaFXQz6,spotify:track:23S8qffmiX68DFEoaFXQz6,161032,4,56,169461
1,0.788,0.578,2,-7.564,1,0.0387,3.17e-05,0.0,0.192,0.245,119.979,3fUQ92lbWyhEQZMZYK1Qss,spotify:track:3fUQ92lbWyhEQZMZYK1Qss,216000,4,42,222185
2,0.727,0.827,2,-3.464,1,0.047,0.0139,0.000114,0.135,0.528,91.015,6r2UqgPxaMxZEXwrOnZ7bm,spotify:track:6r2UqgPxaMxZEXwrOnZ7bm,139780,4,47,169461
3,0.881,0.729,4,-7.446,0,0.141,0.0408,0.0,0.0874,0.429,95.003,2RKuEYbimyHurRAlqE8Tgf,spotify:track:2RKuEYbimyHurRAlqE8Tgf,156632,4,55,6135
7,0.84,0.578,1,-8.921,0,0.109,0.551,1.12e-05,0.106,0.598,93.107,0nkeV4kaa4xvifptkypzDY,spotify:track:0nkeV4kaa4xvifptkypzDY,188683,4,56,74423
8,0.944,0.833,4,-3.564,0,0.0445,0.198,0.0,0.313,0.968,130.041,0rYu4nHgFeTmeDizGs7CtI,spotify:track:0rYu4nHgFeTmeDizGs7CtI,230769,4,50,384
9,0.839,0.716,1,-7.909,1,0.0848,0.151,0.0,0.1,0.288,128.106,5OWc2Do2QpzlrfPASWjbTX,spotify:track:5OWc2Do2QpzlrfPASWjbTX,256875,4,55,141273
10,0.662,0.615,11,-6.322,0,0.0338,0.183,0.0,0.169,0.429,149.974,60sy8u1IoawaNCSKG0g7t9,spotify:track:60sy8u1IoawaNCSKG0g7t9,192000,4,56,67975
11,0.746,0.582,5,-5.562,0,0.0675,0.0325,0.0,0.128,0.0745,135.077,2zpalTjcoLJRodRLpptzP7,spotify:track:2zpalTjcoLJRodRLpptzP7,208000,4,49,23431
13,0.866,0.561,5,-7.92,0,0.119,0.0141,5.79e-05,0.1,0.646,134.932,1YvYEbR7ITXJ0Msk4ORZxY,spotify:track:1YvYEbR7ITXJ0Msk4ORZxY,166788,4,55,222185
15,0.589,0.604,11,-5.827,1,0.363,0.593,0.0,0.0919,0.212,78.954,6VcmY5O2WE00BaF9fomffm,spotify:track:6VcmY5O2WE00BaF9fomffm,162712,3,54,67975
16,0.812,0.766,2,-6.631,1,0.0797,0.00218,9e-06,0.137,0.433,155.977,5jjPoxrz3NRainOx1DtAPv,spotify:track:5jjPoxrz3NRainOx1DtAPv,200179,4,54,222185
17,0.876,0.601,5,-8.153,0,0.1,0.0539,2.18e-05,0.355,0.472,125.893,62oHVZYgTX6DqaHQPWVIuU,spotify:track:62oHVZYgTX6DqaHQPWVIuU,125714,4,54,6135
18,0.698,0.713,7,-5.743,1,0.144,0.67,0.00621,0.365,0.499,138.252,7q7KhsazHZG8EM8Qt08YmO,spotify:track:7q7KhsazHZG8EM8Qt08YmO,97391,4,53,67975
20,0.648,0.543,9,-8.899,0,0.122,0.954,0.0227,0.175,0.594,99.667,6KJ9V4Veqlc46xQK5GmyRY,spotify:track:6KJ9V4Veqlc46xQK5GmyRY,175200,4,53,67975
21,0.739,0.735,8,-6.276,1,0.119,0.431,0.0026,0.131,0.53,139.933,19sbsJ3EPMs1nQdmMXCFFi,spotify:track:19sbsJ3EPMs1nQdmMXCFFi,150857,4,52,67975
22,0.826,0.557,10,-7.996,0,0.0439,0.322,1.73e-06,0.0922,0.826,138.01,3GnaBdypJyLiVMMfAe6J7L,spotify:track:3GnaBdypJyLiVMMfAe6J7L,186087,4,48,246
24,0.653,0.431,6,-11.289,0,0.0524,0.533,0.0,0.114,0.496,88.925,7Enmh2pt5fiYgoNlbzK70K,spotify:track:7Enmh2pt5fiYgoNlbzK70K,228750,4,53,222185
25,0.696,0.831,4,-4.711,1,0.2,0.16,0.0305,0.193,0.824,166.069,6EIBhgEms3hJczZMzB7iTX,spotify:track:6EIBhgEms3hJczZMzB7iTX,169157,4,49,67975
26,0.676,0.636,5,-7.053,0,0.0329,0.199,7.37e-06,0.3,0.58,139.912,4KoesiedslACxSRFunogFJ,spotify:track:4KoesiedslACxSRFunogFJ,213429,4,53,191601
27,0.882,0.767,6,-4.598,1,0.199,0.101,0.0,0.083,0.902,160.034,7l1amnUcwOBdJQtLEmMKNi,spotify:track:7l1amnUcwOBdJQtLEmMKNi,136875,4,55,475489
29,0.738,0.299,2,-13.289,1,0.253,0.458,0.0027,0.102,0.339,166.031,7cqBCPSg3gGx5WLcThHq0c,spotify:track:7cqBCPSg3gGx5WLcThHq0c,185000,4,51,141273
30,0.715,0.54,6,-8.748,0,0.139,0.453,0.0,0.361,0.205,100.006,2q6T5nQmycnhnBDh7BmOec,spotify:track:2q6T5nQmycnhnBDh7BmOec,216000,4,51,7674
33,0.779,0.448,3,-7.985,0,0.0458,0.0507,0.0,0.159,0.464,98.035,6sOyrZvYjDeZ781vZomWXT,spotify:track:6sOyrZvYjDeZ781vZomWXT,176700,4,51,222185
34,0.821,0.682,5,-9.65,0,0.0644,0.0474,0.000134,0.11,0.632,94.014,4XLLdFJdwmvdtkwQuXAFut,spotify:track:4XLLdFJdwmvdtkwQuXAFut,207435,4,51,222185
35,0.627,0.511,2,-6.839,1,0.459,0.23,9.8e-06,0.0908,0.353,171.944,5IqPGGvekdnZis9XhcyXeh,spotify:track:5IqPGGvekdnZis9XhcyXeh,159600,4,52,10234
37,0.669,0.681,2,-7.283,1,0.0348,0.407,0.000187,0.17,0.332,150.014,4uW2VwxS4K9D22JLJd38ym,spotify:track:4uW2VwxS4K9D22JLJd38ym,148800,4,52,191601
38,0.642,0.853,1,-4.678,0,0.0593,0.158,0.0,0.0831,0.919,172.041,0d0cWBpOR0GXdz7iDShLQQ,spotify:track:0d0cWBpOR0GXdz7iDShLQQ,180270,4,52,385065
40,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,228373,3,86,47150984
41,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,1cKHdTo9u0ZymJdPGSh6nq,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,241067,4,86,47150984
42,0.781,0.576,7,-6.835,1,0.0552,0.0703,0.0,0.463,0.335,110.005,0HQrHYghOsf7UVcBdSFRa2,spotify:track:0HQrHYghOsf7UVcBdSFRa2,200727,4,51,12675
43,0.775,0.637,2,-5.62,1,0.329,0.112,0.0,0.11,0.163,79.98,2HtMuOtkOxibDrnRRGzpNS,spotify:track:2HtMuOtkOxibDrnRRGzpNS,186000,4,47,12675
44,0.668,0.711,2,-4.577,1,0.196,0.512,1.04e-06,0.137,0.149,174.208,3yZRQkgxHkFQ6fSjMFNtwy,spotify:track:3yZRQkgxHkFQ6fSjMFNtwy,177931,4,50,67975
45,0.933,0.575,11,-8.121,0,0.0696,0.133,0.0,0.0705,0.928,136.044,46DsHSqrMxCtIe7bQFrid3,spotify:track:46DsHSqrMxCtIe7bQFrid3,202002,4,53,53291
46,0.629,0.684,5,-6.023,1,0.0319,0.064,0.0,0.115,0.457,101.982,1HWGnsNTDgkmefYwMcMSqi,spotify:track:1HWGnsNTDgkmefYwMcMSqi,176471,4,52,485316
47,0.717,0.677,1,-10.727,1,0.0641,0.000559,0.091,0.267,0.197,159.903,5wQYjcX7kA26lF4pIcNVnP,spotify:track:5wQYjcX7kA26lF4pIcNVnP,211500,4,49,222185
48,0.758,0.425,2,-10.752,0,0.0576,0.162,0.276,0.0711,0.681,134.997,3YqATaOzKgUxhtL4SpHoDp,spotify:track:3YqATaOzKgUxhtL4SpHoDp,184625,4,45,3082
49,0.728,0.758,2,-8.202,0,0.13,0.761,0.143,0.316,0.373,135.035,3doVrLRkbLOBQUosLxiw9S,spotify:track:3doVrLRkbLOBQUosLxiw9S,215111,4,51,113674
0,0.736,0.827,6,-7.124,0,0.266,0.288,0.0,0.243,0.726,115.158,39sXT0fOvfoXh5x9v5SjE7,spotify:track:39sXT0fOvfoXh5x9v5SjE7,125357,4,73,8854
1,0.867,0.699,8,-3.436,0,0.0554,0.15,0.0103,0.165,0.81,125.023,56kyGGwLIVAR30ZFiASn8Q,spotify:track:56kyGGwLIVAR30ZFiASn8Q,143520,4,73,45210
2,0.748,0.703,11,-6.349,1,0.0464,0.0336,5.36e-05,0.137,0.634,110.011,3h2IRgTZrU4hSNCePszT23,spotify:track:3h2IRgTZrU4hSNCePszT23,170281,4,71,18984
3,0.845,0.95,1,-5.897,1,0.153,0.0565,0.028,0.302,0.625,127.998,2kPukYbkTVuvaNn4HhIPBW,spotify:track:2kPukYbkTVuvaNn4HhIPBW,150000,4,71,45210
4,0.539,0.911,7,-5.661,1,0.297,0.0969,0.0,0.379,0.319,127.994,50JIJWXNfJYU2clG8oMoeF,spotify:track:50JIJWXNfJYU2clG8oMoeF,117181,4,68,25374
5,0.593,0.687,3,-2.47,0,0.0731,0.024,0.0,0.0905,0.55,119.954,1leQBt3X85aFCucHi4CEYt,spotify:track:1leQBt3X85aFCucHi4CEYt,168893,4,69,166085
6,0.701,0.837,4,-4.671,1,0.181,0.0195,0.0,0.627,0.633,124.926,2Ah0Z0ZFAhmfyJAakATMCR,spotify:track:2Ah0Z0ZFAhmfyJAakATMCR,212160,4,69,15652
8,0.814,0.744,4,-3.652,0,0.101,0.0622,7.21e-06,0.0742,0.739,128.05,70KdADbxWK0MAVXj0YvWDi,spotify:track:70KdADbxWK0MAVXj0YvWDi,138750,4,69,15652
9,0.662,0.561,7,-6.424,0,0.0676,0.075,0.0,0.211,0.36,77.486,4olmG0sFJ6L0LVI8ssiZFz,spotify:track:4olmG0sFJ6L0LVI8ssiZFz,156498,4,69,131975
11,0.886,0.584,8,-7.8,0,0.0512,0.0299,0.0,0.337,0.891,124.155,25DxQM0bG7kbj2js8NCO9v,spotify:track:25DxQM0bG7kbj2js8NCO9v,146313,4,69,8854
12,0.782,0.836,4,-6.136,0,0.167,0.0494,0.00134,0.235,0.678,139.986,56oWBEoaWwiyaPLe0PqB0k,spotify:track:56oWBEoaWwiyaPLe0PqB0k,133714,4,67,6739
15,0.795,0.731,9,-6.346,1,0.0355,0.00406,0.0,0.165,0.53,128.09,1beuDJXaekLPtvX1jQe0yx,spotify:track:1beuDJXaekLPtvX1jQe0yx,159522,4,64,29475
16,0.755,0.802,11,-6.216,0,0.275,0.076,0.0,0.281,0.315,99.949,3nG8AgNEqt9icT5unQBl1a,spotify:track:3nG8AgNEqt9icT5unQBl1a,180091,4,64,18984
17,0.827,0.421,8,-8.996,1,0.0609,0.824,1.17e-05,0.164,0.703,98.041,2coLAzVouJE4BC8lrKbDLk,spotify:track:2coLAzVouJE4BC8lrKbDLk,226706,4,67,248641
18,0.643,0.476,7,-8.673,0,0.0337,0.106,0.0202,0.104,0.358,122.948,7iKUMPi3CcDLLNF4pU1vND,spotify:track:7iKUMPi3CcDLLNF4pU1vND,182875,4,74,6121
19,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,1ei3hzQmrgealgRKFxIcWn,spotify:track:1ei3hzQmrgealgRKFxIcWn,216410,3,88,362915
20,0.763,0.831,1,-5.145,1,0.0819,0.0979,0.0,0.0899,0.449,127.969,5PTYydUwfxM8Q7KuqjmPxu,spotify:track:5PTYydUwfxM8Q7KuqjmPxu,201330,4,63,1312
21,0.768,0.814,8,-4.937,0,0.229,0.0293,0.069,0.0979,0.715,135.034,26d3s0266f5EwHuRr5CxPi,spotify:track:26d3s0266f5EwHuRr5CxPi,125556,4,66,45210
23,0.716,0.836,1,-5.07,0,0.161,0.0568,0.000616,0.183,0.445,85.04,35Wj4BI93AUX20ZIXsKJHy,spotify:track:35Wj4BI93AUX20ZIXsKJHy,120312,4,67,45210
24,0.714,0.732,0,-5.357,0,0.174,0.662,0.0,0.105,0.72,179.951,1RwQZNgaXl01krZHuSUlE8,spotify:track:1RwQZNgaXl01krZHuSUlE8,166062,4,70,18573
25,0.534,0.872,0,-3.415,0,0.0669,0.0506,0.0,0.526,0.273,78.065,1cb0J9fgwlnQtESfcRV0XJ,spotify:track:1cb0J9fgwlnQtESfcRV0XJ,143261,4,67,211927
26,0.518,0.479,3,-10.72,1,0.101,0.333,1.14e-05,0.144,0.283,123.949,7ASJOKaSkNXgaF5h61MolO,spotify:track:7ASJOKaSkNXgaF5h61MolO,191483,4,58,5445
27,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,1bgKMxPQU7JIZEhNsM1vFs,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,142677,4,83,3832459
28,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,1zu2GKHPJIsUu80SUJX4H4,spotify:track:1zu2GKHPJIsUu80SUJX4H4,163613,4,82,3649958
29,0.842,0.755,7,-6.402,1,0.105,0.206,0.0,0.0777,0.735,110.033,5PnY5zibauLwrMFIBfmwM3,spotify:track:5PnY5zibauLwrMFIBfmwM3,114400,4,45,15418
30,0.979,0.472,9,-9.115,1,0.28,0.232,2.48e-06,0.0704,0.709,123.035,5WCksBebNJWqdsDQnHHf71,spotify:track:5WCksBebNJWqdsDQnHHf71,186890,4,67,731
31,0.824,0.62,4,-4.602,1,0.187,0.111,9.28e-05,0.135,0.699,121.987,4rU71m6Drus4eG3S4AQu3e,spotify:track:4rU71m6Drus4eG3S4AQu3e,143574,4,65,45210
32,0.82,0.498,8,-8.875,1,0.145,0.148,0.0,0.0839,0.862,92.015,0YlfDO5PU8KDmkNOuC4Dpe,spotify:track:0YlfDO5PU8KDmkNOuC4Dpe,128284,4,61,47058
33,0.845,0.664,8,-3.853,0,0.0924,0.0544,0.0107,0.133,0.67,119.972,3IVkcYvMiqvRKa4ip0E7a8,spotify:track:3IVkcYvMiqvRKa4ip0E7a8,122332,4,64,45210
34,0.614,0.642,1,-5.473,1,0.0449,0.289,0.0,0.13,0.218,117.94,1O73ZKgl0THUImkHW6dfAL,spotify:track:1O73ZKgl0THUImkHW6dfAL,202158,4,78,8090067
35,0.55,0.392,6,-9.524,1,0.0909,0.41,1.41e-06,0.149,0.484,80.076,6xb3ooLtkGkl4j1rGPmGKz,spotify:track:6xb3ooLtkGkl4j1rGPmGKz,155971,4,65,20761
38,0.52,0.902,7,-2.972,1,0.0657,0.00468,9.59e-06,0.116,0.38,143.821,0VJddJ3CwYfjT67HXS4CEr,spotify:track:0VJddJ3CwYfjT67HXS4CEr,196680,4,66,149296
39,0.718,0.699,3,-3.655,1,0.0413,0.0933,0.0,0.0737,0.561,120.891,4vXBW2z1uXXyMvCkDG6c5Z,spotify:track:4vXBW2z1uXXyMvCkDG6c5Z,164893,4,63,7826
40,0.619,0.538,6,-9.63,1,0.0546,0.141,0.0,0.265,0.363,90.911,2Y7npn076wSZJgH8HVr2B2,spotify:track:2Y7npn076wSZJgH8HVr2B2,185373,4,62,17244
42,0.641,0.46,10,-8.695,1,0.0336,0.464,0.0,0.113,0.568,135.744,6qMf3eqbmToDXj7LixyK1w,spotify:track:6qMf3eqbmToDXj7LixyK1w,197100,4,64,50031
