,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,popularity,artist_followers
24,0.782,0.643,8,-4.956,0,0.0438,0.0136,0.0,0.0654,0.627,114.994,6bTdZ7xfKp3NqqADJ8HLyj,spotify:track:6bTdZ7xfKp3NqqADJ8HLyj,250435,4,83,5488779
25,0.292,0.626,11,-4.78,1,0.0533,0.571,0.0,0.87,0.305,162.824,14JKzKrJbPDflw8XyATMey,spotify:track:14JKzKrJbPDflw8XyATMey,190162,4,72,15874472
26,0.627,0.949,9,-4.16,0,0.0531,0.0568,0.0,0.645,0.682,146.079,6bwx7pcKJY05D9S6CVa1k6,spotify:track:6bwx7pcKJY05D9S6CVa1k6,166601,4,77,1607742
27,0.772,0.647,10,-5.404,1,0.0758,0.707,0.0,0.113,0.801,130.183,3ITkrUvAA6gzxer2UIom3P,spotify:track:3ITkrUvAA6gzxer2UIom3P,162539,5,82,16904763
28,0.79,0.871,7,-2.29,0,0.0441,0.221,0.0,0.0981,0.952,145.972,7HdWqZjUmIHK5B8zwPCRds,spotify:track:7HdWqZjUmIHK5B8zwPCRds,171409,4,42,1525812
29,0.456,0.84,8,-3.637,0,0.283,0.519,0.0,0.96,0.589,157.612,2wSCalnGOnXdAJC0Fn8OUY,spotify:track:2wSCalnGOnXdAJC0Fn8OUY,191524,4,81,1358135
30,0.63,0.844,4,-7.265,0,0.0368,0.27,2.04e-05,0.46,0.932,74.987,5lCAtKxkZL6tFDyGX9t87j,spotify:track:5lCAtKxkZL6tFDyGX9t87j,135200,4,76,10965805
31,0.783,0.672,5,-4.847,1,0.0375,0.68,0.0,0.854,0.699,108.955,2LEV3lTRxKqLBfmt5BWkLj,spotify:track:2LEV3lTRxKqLBfmt5BWkLj,175467,4,81,16450320
32,0.561,0.889,8,-3.654,0,0.166,0.41,0.0,0.624,0.89,155.859,2ebFBmle5uXcdbrCAOvPcZ,spotify:track:2ebFBmle5uXcdbrCAOvPcZ,161846,4,81,358755
33,0.584,0.311,10,-11.642,0,0.232,0.79,0.0,0.0862,0.623,139.581,6BF3nZQkAg9qvE0DLVSfyH,spotify:track:6BF3nZQkAg9qvE0DLVSfyH,221858,4,81,1034334
34,0.894,0.859,5,-2.981,0,0.0471,0.159,0.000153,0.075,0.888,134.947,7gVzhRCrLRUBEGdS7zNTp0,spotify:track:7gVzhRCrLRUBEGdS7zNTp0,145854,4,80,3339564
35,0.828,0.721,1,-4.274,0,0.0558,0.153,0.0,0.547,0.651,129.092,6nkoWsFZeFt5dUdNmlIceh,spotify:track:6nkoWsFZeFt5dUdNmlIceh,168689,4,73,16450320
36,0.837,0.754,7,-4.803,1,0.117,0.563,0.0,0.0595,0.809,125.982,1rJFFWDXrlMS0C5JlbqFbI,spotify:track:1rJFFWDXrlMS0C5JlbqFbI,202632,4,62,4047
37,0.821,0.609,6,-6.541,0,0.268,0.378,0.0,0.136,0.516,133.133,0NBgyml7T0IvUNbXIkcSpH,spotify:track:0NBgyml7T0IvUNbXIkcSpH,141770,4,81,1767674
38,0.739,0.414,10,-8.146,0,0.0481,0.902,0.00284,0.133,0.505,130.039,75fCsUnTiDelE4HMd06t4O,spotify:track:75fCsUnTiDelE4HMd06t4O,132923,4,81,45009
40,0.445,0.731,7,-6.412,1,0.0935,0.275,0.0,0.964,0.324,152.018,4IX43MpJlpxzRMLb9QayrJ,spotify:track:4IX43MpJlpxzRMLb9QayrJ,201896,4,74,6227871
41,0.799,0.685,6,-5.366,0,0.0725,0.276,0.0,0.13,0.623,122.013,4qsOrxBv09HhNSpsgMRXdC,spotify:track:4qsOrxBv09HhNSpsgMRXdC,169059,4,80,25295544
42,0.867,0.494,1,-6.514,0,0.084,0.118,0.0,0.101,0.29,118.868,7afaZ37wJJL6880z1NRgJS,spotify:track:7afaZ37wJJL6880z1NRgJS,165882,4,82,1506454
44,0.683,0.657,1,-4.637,1,0.0273,0.696,0.0,0.559,0.642,104.089,48LEhRW4gLMCVSYFEZvt8b,spotify:track:48LEhRW4gLMCVSYFEZvt8b,171525,4,72,68475
45,0.869,0.843,10,-1.801,1,0.0896,0.515,3.22e-05,0.0395,0.96,140.004,1ih3nbYJ0lugsku6065BC5,spotify:track:1ih3nbYJ0lugsku6065BC5,129195,4,79,22139
46,0.321,0.751,1,-5.062,1,0.0676,0.408,0.0,0.967,0.429,77.373,0MKd4uZd8Ag8qyReZBTarP,spotify:track:0MKd4uZd8Ag8qyReZBTarP,185408,3,77,293264
47,0.584,0.592,2,-4.904,0,0.0316,0.505,0.0,0.515,0.395,92.035,11fqunD6qlOCrRd88kMOk6,spotify:track:11fqunD6qlOCrRd88kMOk6,183244,3,80,15874472
48,0.572,0.616,4,-2.609,0,0.083,0.227,0.0,0.0728,0.545,83.04,4NJKCE1TBC653P3dCnto0u,spotify:track:4NJKCE1TBC653P3dCnto0u,161077,3,81,69302
49,0.693,0.936,7,-1.322,1,0.0524,0.302,0.0,0.339,0.835,166.034,72g37RoelSnovZakG5MwnF,spotify:track:72g37RoelSnovZakG5MwnF,179032,4,79,549793
0,0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,spotify:track:40SBS57su9xLiE1WqkXOVr,177525,4,84,16379
3,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,5YbPxJwPfrj7uswNwoF1pJ,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,172342,4,72,2661567
6,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,4N5s8lPTsjI9EGP7K4SXzB,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,167614,4,71,3717224
8,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,1WCEAGGRD066z2Q89ObXTq,spotify:track:1WCEAGGRD066z2Q89ObXTq,169756,4,87,24514171
9,0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,0oiv4E896TUTTeQU0cmIui,spotify:track:0oiv4E896TUTTeQU0cmIui,336924,3,81,65256293
10,0.614,0.82,6,-4.32,0,0.226,0.0781,8.18e-05,0.618,0.739,146.235,7u3w4fQhulC1etJbdfmv3Q,spotify:track:7u3w4fQhulC1etJbdfmv3Q,190685,4,79,604528
11,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,1RF02Cf80mTaeNXG2P2boR,spotify:track:1RF02Cf80mTaeNXG2P2boR,155253,4,84,66612
13,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,spotify:track:3sa06xVNmLLYIxdNNmVQN8,177689,4,87,1043245
15,0.48,0.87,1,-4.792,1,0.0362,0.00438,0.00603,0.0826,0.584,161.953,5rF6YUIlgiat22OT1lWspJ,spotify:track:5rF6YUIlgiat22OT1lWspJ,297933,4,76,590733
20,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,7fYRg3CEbk6rNCuzNzMT06,spotify:track:7fYRg3CEbk6rNCuzNzMT06,214460,4,88,22881388
21,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,spotify:track:003vvx7Niy0yvhvHt4a68B,222973,4,86,6597473
23,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,193813,4,90,22055551
24,0.769,0.868,4,-5.772,0,0.214,0.194,0.0,0.159,0.54,103.909,3pudQCMnsFGwOElTZmuml8,spotify:track:3pudQCMnsFGwOElTZmuml8,177733,4,78,885925
27,0.728,0.689,6,-6.601,0,0.13,0.222,6.14e-05,0.107,0.0473,89.973,7kjANxR8XN4hCzLaSc2roy,spotify:track:7kjANxR8XN4hCzLaSc2roy,192514,4,77,99279
28,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,207853,4,90,99952645
29,0.636,0.936,7,-2.65,0,0.0729,0.177,0.0,0.0879,0.415,124.034,4qtdkdTY1t3RmlmSbWykzR,spotify:track:4qtdkdTY1t3RmlmSbWykzR,171955,4,77,1441641
30,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,214847,4,91,22881388
32,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,230747,4,90,99952645
33,0.954,0.367,4,-9.551,0,0.288,0.341,5.48e-06,0.0979,0.372,124.026,531KGXtBroSrOX9LVmiIgc,spotify:track:531KGXtBroSrOX9LVmiIgc,211935,4,82,2353851
34,0.773,0.74,7,-8.169,0,0.0386,0.0627,0.00183,0.0829,0.504,124.014,4CUX44NA1CPEzd0ibMLQsL,spotify:track:4CUX44NA1CPEzd0ibMLQsL,197473,4,77,13850
36,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,4hJhHbkhZFnxmWbAkZRoe0,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,187111,4,73,803784
38,0.678,0.732,4,-5.696,0,0.0465,0.105,1.56e-05,0.306,0.337,87.495,3gw91o4at6nDzewF9Hxzs7,spotify:track:3gw91o4at6nDzewF9Hxzs7,222453,4,72,145992
39,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,5lfWrciYtohtIMVDVZd0Rf,spotify:track:5lfWrciYtohtIMVDVZd0Rf,229283,4,69,22881388
42,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000,4,91,22055551
44,0.626,0.864,8,-3.12,1,0.0378,0.0682,0.0,0.087,0.555,123.833,6feiJqgHqeSvkGUzf11AYs,spotify:track:6feiJqgHqeSvkGUzf11AYs,161387,4,69,497543
45,0.7,0.459,9,-12.959,1,0.346,0.638,0.0,0.0981,0.468,99.988,78ywqAbY9QktwlTHyc8c4I,spotify:track:78ywqAbY9QktwlTHyc8c4I,205200,4,73,784674
46,0.767,0.862,5,-5.464,0,0.0606,0.14,0.0092,0.252,0.509,128.039,1M8t1j3Kv2qp97bdq5q4Vl,spotify:track:1M8t1j3Kv2qp97bdq5q4Vl,166570,4,77,2563
47,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,3z4CGd63tpUn9a6oQSG0CI,spotify:track:3z4CGd63tpUn9a6oQSG0CI,241293,4,79,2353851
48,0.807,0.75,11,-4.396,1,0.237,0.17,0.0,0.164,0.961,141.176,6A3SB2C4U6JtCavQOXLYNN,spotify:track:6A3SB2C4U6JtCavQOXLYNN,139574,4,84,26212
49,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,3Z7CaxQkqbIs1rewKi6v4W,spotify:track:3Z7CaxQkqbIs1rewKi6v4W,129817,4,81,6460293
0,0.442,0.922,5,-2.918,0,0.0695,0.00134,0.0,0.432,0.388,140.082,3ujiq7yK4Uan5z4876fHLK,spotify:track:3ujiq7yK4Uan5z4876fHLK,185437,4,83,6419
1,0.773,0.7,5,-6.818,1,0.159,0.22,0.0456,0.0966,0.504,144.078,7k6aVgrtJqNTMVqk5yMWKD,spotify:track:7k6aVgrtJqNTMVqk5yMWKD,165782,4,68,1859485
2,0.666,0.534,2,-8.495,0,0.0828,0.269,0.000873,0.068,0.392,139.998,2q7jpVfCtcuRwcur9nQeuC,spotify:track:2q7jpVfCtcuRwcur9nQeuC,192976,4,77,10013
3,0.839,0.412,11,-8.816,0,0.0935,0.287,0.000796,0.101,0.607,139.901,2XRn6Qu0Wd1KvOND8JbaTx,spotify:track:2XRn6Qu0Wd1KvOND8JbaTx,179187,4,84,1273835
4,0.731,0.629,8,-8.672,0,0.249,0.152,8.26e-05,0.164,0.718,82.488,3tjoq1CMR4YtSUegC5sbU8,spotify:track:3tjoq1CMR4YtSUegC5sbU8,111147,4,65,719990
5,0.719,0.628,8,-6.269,0,0.211,0.0733,2.41e-06,0.119,0.472,139.957,2cg9zDi0rvj3HjKxvv2tvY,spotify:track:2cg9zDi0rvj3HjKxvv2tvY,145013,4,76,1969606
6,0.879,0.611,0,-7.057,0,0.272,0.114,8.47e-06,0.224,0.589,95.01,0y8lwLPXBsenbF5WAZhlbL,spotify:track:0y8lwLPXBsenbF5WAZhlbL,147560,4,76,334498
7,0.607,0.958,8,-1.131,1,0.0866,0.0412,0.0,0.259,0.404,136.036,6sS77FZh2eJfYBsFUW6hjI,spotify:track:6sS77FZh2eJfYBsFUW6hjI,225882,4,77,7904
10,0.89,0.72,6,-5.202,0,0.0729,0.193,0.437,0.641,0.935,150.09,35DkXhxqTMiQB582tfjowU,spotify:track:35DkXhxqTMiQB582tfjowU,142400,4,66,25015
11,0.919,0.649,1,-5.07,0,0.0971,0.154,0.000191,0.0894,0.676,139.987,1YcuhTZfBHeyo9wVdNRiRR,spotify:track:1YcuhTZfBHeyo9wVdNRiRR,155500,4,62,1191152
12,0.796,0.574,11,-6.495,0,0.11,0.144,0.0,0.104,0.855,125.088,53g6tgjn3Ex6o3Q8hcIxkG,spotify:track:53g6tgjn3Ex6o3Q8hcIxkG,159360,4,60,25460
13,0.746,0.7,8,-6.42,0,0.109,0.0427,0.00146,0.552,0.687,133.044,3a0F2N6rXJSibQTp77xH4f,spotify:track:3a0F2N6rXJSibQTp77xH4f,155137,4,80,12133
14,0.781,0.711,5,-5.398,0,0.0581,0.598,7.72e-06,0.251,0.767,116.004,3JXdzlvJJrKlmfBfoCLsOo,spotify:track:3JXdzlvJJrKlmfBfoCLsOo,211827,4,71,270913
15,0.804,0.645,6,-7.069,0,0.0773,0.642,0.0,0.173,0.912,142.09,1W1N3usYjgI3XGQA0iX9Vq,spotify:track:1W1N3usYjgI3XGQA0iX9Vq,152827,4,80,60089
18,0.719,0.683,6,-7.083,0,0.255,0.58,0.0,0.304,0.634,136.151,0g2leZuI3jD5pRsrRIDvYe,spotify:track:0g2leZuI3jD5pRsrRIDvYe,178973,4,72,60089
19,0.809,0.532,2,-7.964,1,0.0655,0.459,0.0,0.1,0.319,100.005,2J0r4Ekv7TYMgXakOtTjt7,spotify:track:2J0r4Ekv7TYMgXakOtTjt7,158895,4,60,1192666
20,0.774,0.752,1,-5.534,1,0.137,0.0481,0.0,0.0719,0.546,139.965,4FXX4P3dxc1JMBx5wVRJ5N,spotify:track:4FXX4P3dxc1JMBx5wVRJ5N,170784,4,76,63004
21,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,6GomT970rCOkKAyyrwJeZi,spotify:track:6GomT970rCOkKAyyrwJeZi,157445,4,84,47074
22,0.795,0.974,0,-2.418,1,0.0778,0.029,0.0,0.611,0.935,137.957,3T4DdPVqWeaC4U7vrIxlKz,spotify:track:3T4DdPVqWeaC4U7vrIxlKz,207301,4,68,73437
25,0.703,0.786,1,-6.818,0,0.309,0.258,2.36e-05,0.184,0.522,125.258,6sDfeHgrQvvBFdg88Qq8TM,spotify:track:6sDfeHgrQvvBFdg88Qq8TM,148973,4,63,76798
26,0.563,0.639,0,-8.205,1,0.0684,0.107,1.06e-05,0.446,0.518,169.985,0QPRDC97rIQB3Jh3hrVJoH,spotify:track:0QPRDC97rIQB3Jh3hrVJoH,179551,4,81,13985
27,0.694,0.642,6,-7.174,1,0.0814,0.447,0.0,0.208,0.628,151.028,5L59u8dP3sgVnpp4f41vX0,spotify:track:5L59u8dP3sgVnpp4f41vX0,169667,4,58,942099
28,0.882,0.751,0,-4.837,0,0.0922,0.0506,0.00484,0.104,0.638,130.015,3gyRaifTaAoQrwtYiQu9ur,spotify:track:3gyRaifTaAoQrwtYiQu9ur,166095,4,76,2115
29,0.654,0.898,7,-5.964,1,0.0413,0.0844,0.0347,0.316,0.722,123.996,5u8Y0lAUlBLwuhpXSDUGf4,spotify:track:5u8Y0lAUlBLwuhpXSDUGf4,141932,4,78,1210941
31,0.833,0.674,10,-6.168,0,0.449,0.0967,2.1e-06,0.0921,0.774,159.992,7xmucvNCiz0xX0QndnGZqV,spotify:track:7xmucvNCiz0xX0QndnGZqV,180400,4,72,837038
34,0.708,0.894,7,-2.927,0,0.158,0.187,0.0,0.47,0.801,135.944,6myefhZIHsPCDloC1iu8KS,spotify:track:6myefhZIHsPCDloC1iu8KS,209358,4,70,36751
35,0.554,0.739,0,-3.473,1,0.144,0.0566,0.0,0.121,0.4,172.149,5C3J3C5nzBclrE8xuW5UQ7,spotify:track:5C3J3C5nzBclrE8xuW5UQ7,147410,4,54,37819
37,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,164819,4,89,6460293
38,0.711,0.681,10,-7.459,1,0.0263,0.124,0.0,0.262,0.775,118.021,2CewvqbfMOcnvYE3yayAJV,spotify:track:2CewvqbfMOcnvYE3yayAJV,147007,4,76,10165
39,0.719,0.603,8,-5.737,1,0.0325,0.608,0.0,0.116,0.697,120.048,2ERn9fVsix3AyuVv7UN6RC,spotify:track:2ERn9fVsix3AyuVv7UN6RC,197093,4,72,767862
40,0.597,0.646,6,-6.897,0,0.392,0.676,0.0,0.107,0.447,174.036,47CHYHIwkvzRRCUzmPioqC,spotify:track:47CHYHIwkvzRRCUzmPioqC,135293,4,57,57921
41,0.615,0.499,11,-9.93,0,0.446,0.115,1.18e-05,0.12,0.542,139.954,16IND5RBSnuBlH08ngUHD5,spotify:track:16IND5RBSnuBlH08ngUHD5,181227,4,58,806678
42,0.802,0.783,1,-7.161,0,0.0433,0.183,0.0076,0.249,0.767,134.982,4rNlJBQ0elqgGU1XD3RQ01,spotify:track:4rNlJBQ0elqgGU1XD3RQ01,176933,4,58,719990
43,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,2DgdHcjWmO3qd50RzuBLgZ,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,208707,4,88,11466538
44,0.895,0.553,7,-9.606,0,0.061,0.393,5.23e-05,0.116,0.354,127.968,5gRXyFtArVXYk8OOSWIXBO,spotify:track:5gRXyFtArVXYk8OOSWIXBO,113000,4,74,25736
46,0.566,0.481,9,-10.706,1,0.205,0.783,0.0,0.575,0.671,143.857,0h14I7cPYi1RZG6GmVpMso,spotify:track:0h14I7cPYi1RZG6GmVpMso,136667,3,75,15774
47,0.819,0.828,8,-4.906,0,0.108,0.39,0.00611,0.258,0.693,144.953,2Oi1IJ6JEUX1aya9VUAA1Z,spotify:track:2Oi1IJ6JEUX1aya9VUAA1Z,144264,4,73,1536706
48,0.616,0.631,9,-6.208,1,0.385,0.0252,0.0,0.15,0.444,143.432,5oe9w1fIpxDPokX9VckVHK,spotify:track:5oe9w1fIpxDPokX9VckVHK,181613,4,56,31599
49,0.787,0.531,11,-10.569,0,0.101,0.132,0.00094,0.112,0.721,91.996,2H7jZg2HliuQhZjfBblLrZ,spotify:track:2H7jZg2HliuQhZjfBblLrZ,138533,4,75,334498
4,0.838,0.545,9,-6.1,0,0.0604,0.0966,0.0,0.0927,0.428,90.023,45dlaEXrXW47TVbrQ4gK7E,spotify:track:45dlaEXrXW47TVbrQ4gK7E,164701,4,75,143995
5,0.798,0.629,1,-4.393,0,0.0729,0.133,5.06e-06,0.103,0.362,92.018,1uGdRSOpObu3lp0jvrVREl,spotify:track:1uGdRSOpObu3lp0jvrVREl,160482,4,83,2781739
6,0.801,0.633,11,-2.785,0,0.0777,0.414,0.0,0.27,0.676,92.025,7kYbxvrGXv8cmKjkqgqhrw,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,167674,4,84,4598555
8,0.855,0.83,1,-2.815,1,0.106,0.0783,1.31e-06,0.08,0.775,90.009,3AbNNvo2OmyeDMvRBgf9vk,spotify:track:3AbNNvo2OmyeDMvRBgf9vk,190667,4,79,4598555
14,0.929,0.642,11,-3.179,0,0.0375,0.205,0.0,0.0599,0.847,94.039,67Wqby5IjOMMpIYwqmCYOG,spotify:track:67Wqby5IjOMMpIYwqmCYOG,168509,4,71,803392
17,0.704,0.604,5,-5.254,1,0.0556,0.067,0.0,0.126,0.642,90.028,1uK5rDY3BnikyG0sl3tPpc,spotify:track:1uK5rDY3BnikyG0sl3tPpc,218801,4,81,2533579
18,0.774,0.635,2,-4.289,1,0.0397,0.11,0.268,0.0838,0.622,120.054,6WZk0S0t6YP414VJz99mWT,spotify:track:6WZk0S0t6YP414VJz99mWT,154867,4,72,1325606
19,0.796,0.766,1,-4.237,1,0.0422,0.18,1.53e-06,0.164,0.846,121.008,2IzV2SPZQLadtA46ni3ICq,spotify:track:2IzV2SPZQLadtA46ni3ICq,246062,4,75,6509680
21,0.775,0.576,9,-6.343,0,0.0693,0.528,0.0,0.115,0.637,89.99,5aQtcr0PfEtk4FZCz5rLdV,spotify:track:5aQtcr0PfEtk4FZCz5rLdV,254667,4,77,56904
23,0.619,0.739,4,-5.743,1,0.167,0.464,0.0,0.285,0.672,149.975,6LBpjWMfy1NUfyxAJbcMRs,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,217072,4,73,977161
26,0.845,0.776,11,-3.098,0,0.0488,0.111,0.0321,0.0684,0.528,105.018,77l75UICfUZK5k0G7WRGqg,spotify:track:77l75UICfUZK5k0G7WRGqg,222857,4,63,2123551
27,0.761,0.696,7,-3.817,0,0.0505,0.0811,6.25e-05,0.101,0.501,95.066,3ushwCdjpWNdSnZgRFU6Oc,spotify:track:3ushwCdjpWNdSnZgRFU6Oc,133895,4,68,803392
29,0.654,0.354,5,-7.358,1,0.0738,0.724,0.0,0.134,0.262,81.956,2x8oBuYaObjqHqgGuIUZ0b,spotify:track:2x8oBuYaObjqHqgGuIUZ0b,183547,4,78,2804033
30,0.845,0.768,3,-5.593,0,0.076,0.0212,0.0,0.149,0.653,121.003,77UICuAzXRYuJqdhcy6R3m,spotify:track:77UICuAzXRYuJqdhcy6R3m,172562,4,80,17467301
31,0.739,0.751,7,-3.057,1,0.0612,0.0391,0.0,0.128,0.587,91.006,1txrFHh4XUU3Kp8HcD2TFW,spotify:track:1txrFHh4XUU3Kp8HcD2TFW,172260,4,76,243616
32,0.847,0.843,8,-3.771,0,0.117,0.0932,0.0,0.111,0.724,94.983,0U9OZFbn82oICL2jNbpNHy,spotify:track:0U9OZFbn82oICL2jNbpNHy,183413,4,66,4736060
33,0.832,0.749,10,-3.704,1,0.316,0.191,0.0,0.109,0.509,126.079,63GTuNSVLynH3n3PdqObgd,spotify:track:63GTuNSVLynH3n3PdqObgd,158080,4,79,4598555
37,0.7,0.438,5,-5.784,0,0.0433,0.401,0.0,0.373,0.605,170.106,4TGwERXRlyQtBdggYTHo6j,spotify:track:4TGwERXRlyQtBdggYTHo6j,260000,3,82,2123551
38,0.605,0.711,8,-4.09,1,0.0379,0.365,0.0,0.0501,0.645,91.999,5i82o3878xCPNCUK8VIeqX,spotify:track:5i82o3878xCPNCUK8VIeqX,199120,4,60,6006881
43,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,0cOa970mzTWAxKtltpkpLc,spotify:track:0cOa970mzTWAxKtltpkpLc,165275,4,83,4598555
44,0.523,0.691,1,-3.802,1,0.0833,0.133,0.0,0.327,0.677,94.148,0lJE8f0lx8mUSfMyxeYpiC,spotify:track:0lJE8f0lx8mUSfMyxeYpiC,160213,4,78,4598555
45,0.582,0.382,7,-8.014,1,0.0471,0.71,0.0,0.303,0.28,142.093,3yeFTYLMz4nOtyPXWEMKsW,spotify:track:3yeFTYLMz4nOtyPXWEMKsW,178310,4,76,4598555
46,0.752,0.532,11,-4.92,0,0.0582,0.0608,2.38e-05,0.0804,0.743,96.005,1v5QhGtlv2bkpUz2kAXTCq,spotify:track:1v5QhGtlv2bkpUz2kAXTCq,183431,4,66,875308
48,0.651,0.731,7,-6.889,1,0.0549,0.116,0.0,0.0708,0.653,153.104,3EcCc1U405tm8yKm1x6Y8W,spotify:track:3EcCc1U405tm8yKm1x6Y8W,218431,4,67,977161
49,0.583,0.858,6,-2.366,1,0.0671,0.0125,0.0,0.0261,0.916,168.035,5JCquuXMmdXNypO32fPb0M,spotify:track:5JCquuXMmdXNypO32fPb0M,180000,4,74,17467301
2,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,7GARzfC1mwhDuk4t9WOACq,spotify:track:7GARzfC1mwhDuk4t9WOACq,180022,4,69,11155410
3,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,2WTHLEVjfefbGoW7F3dXIg,spotify:track:2WTHLEVjfefbGoW7F3dXIg,240440,4,77,2222581
5,0.507,0.571,7,-6.909,1,0.0856,0.222,0.0,0.241,0.587,174.954,0HsRZwZzHoZ5AM5W2ZYI5c,spotify:track:0HsRZwZzHoZ5AM5W2ZYI5c,188707,4,61,141813
7,0.401,0.394,1,-6.655,1,0.0324,0.748,0.0,0.0993,0.327,129.74,2RLdkXSaiQjRbey5pvP8Kt,spotify:track:2RLdkXSaiQjRbey5pvP8Kt,274387,4,54,36643
8,0.938,0.798,1,-3.998,1,0.103,0.00813,7.03e-05,0.146,0.265,99.992,2QWEMqQMJR1KDf6hDjJOs6,spotify:track:2QWEMqQMJR1KDf6hDjJOs6,159762,4,76,11155410
9,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,0IGUXY4JbK18bu9oD4mPIm,spotify:track:0IGUXY4JbK18bu9oD4mPIm,174387,4,81,3731928
11,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,396FqjKmViUZ92Wmm4rx3i,spotify:track:396FqjKmViUZ92Wmm4rx3i,195053,4,67,2222581
12,0.554,0.722,7,-3.533,1,0.056,0.425,0.0,0.0703,0.22,169.883,20SIjymeaQNEv0NkPLpa6N,spotify:track:20SIjymeaQNEv0NkPLpa6N,207867,4,52,62
14,0.641,0.889,8,-3.534,1,0.0541,0.0394,0.0,0.181,0.616,96.033,50xSycnGMDy0Wg5jJcOv3S,spotify:track:50xSycnGMDy0Wg5jJcOv3S,196400,4,52,36643
16,0.575,0.794,7,-2.673,1,0.0392,0.213,0.0,0.365,0.29,118.023,0CB3B5ir8I2KbB3dkGVtWF,spotify:track:0CB3B5ir8I2KbB3dkGVtWF,222933,4,56,138
17,0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,2gzhQaCTeNgxpeB2TPllyY,spotify:track:2gzhQaCTeNgxpeB2TPllyY,201905,3,85,1872403
18,0.381,0.405,1,-7.325,1,0.0325,0.629,0.0,0.418,0.273,130.94,2jidjmWNeRmKgLjXhW52Gz,spotify:track:2jidjmWNeRmKgLjXhW52Gz,207387,4,52,36643
19,0.701,0.553,3,-3.393,1,0.0287,0.528,0.0,0.147,0.515,94.023,0UnOf7i44YK0ULpkEGHe4R,spotify:track:0UnOf7i44YK0ULpkEGHe4R,187733,4,55,9659
20,0.673,0.75,9,-5.831,1,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,70XnKsO3UnIT4FnEwChQXx,spotify:track:70XnKsO3UnIT4FnEwChQXx,114477,4,70,11155410
